group_id,event,ambiguousflag,track_id,filename,video,frame,datetime,tagid,mergethreshold,eventid,short_interruption,complex,comment,error,to_review,labelbee_valid
363,x,x,565,5second/track_00565_5s.png,2_02_R_190807120000.cfr.mp4,2777,2019-08-07 12:02:21.850,693,5s,693__565_568,,,stay_at_entrance,,,
364,D,,670,5second/track_00670_5s.png,2_02_R_190807120000.cfr.mp4,3263,2019-08-07 12:02:51.850,693,5s,693__670,,,,,,
365,DU,,1291,5second/track_01291_5s.png,2_02_R_190807120000.cfr.mp4,6108,2019-08-07 12:05:19.400,693,5s,693__1291_1334,x,,,,,
366,D,,8193,5second/track_08193_5s.png,3_02_R_190807130000.cfr.mp4,54294,2019-08-07 13:45:51.300,693,5s,693__8193,,,,,,
367,U,,8345,5second/track_08345_5s.png,3_02_R_190807130000.cfr.mp4,55267,2019-08-07 13:46:22.750,693,5s,693__8345,,,,,,
368,DU,,8439,5second/track_08439_5s.png,3_02_R_190807130000.cfr.mp4,55831,2019-08-07 13:46:48.950,693,5s,693__8439_8463,x,,,,,
369,DU,,8537,5second/track_08537_5s.png,3_02_R_190807130000.cfr.mp4,56492,2019-08-07 13:47:30.950,693,5s,693__8537,,,,,,
370,DU,x,8755,5second/track_08755_5s.png,3_02_R_190807130000.cfr.mp4,57396,2019-08-07 13:47:58.750,693,5s,693__8755,,,stay_at_entrance,,,
371,DU,,9058,5second/track_09058_5s.png,3_02_R_190807130000.cfr.mp4,59003,2019-08-07 13:49:31.400,693,5s,693__9058,,,,,,
372,DU,,9175,5second/track_09175_5s.png,3_02_R_190807130000.cfr.mp4,59538,2019-08-07 13:50:19.350,693,5s,693__9175,,,,,,
373,DU,,9417,5second/track_09417_5s.png,3_02_R_190807130000.cfr.mp4,60801,2019-08-07 13:51:02.500,693,5s,693__9417_9471,x,,,,,
374,DU,,9854,5second/track_09854_5s.png,3_02_R_190807130000.cfr.mp4,62900,2019-08-07 13:52:53.350,693,5s,693__9854,,,,,,
375,D,,14758,5second/track_14758_5s.png,6_02_R_190807160000.cfr.mp4,58976,2019-08-07 16:49:10.550,699,5s,699__14758,,,,,,
376,D,,14430,5second/track_14430_5s.png,26_02_R_190808110000.cfr.mp4,60425,2019-08-08 11:50:27.500,699,5s,699__14430,,,,,,
377,UD,,14499,5second/track_14499_5s.png,26_02_R_190808110000.cfr.mp4,60756,2019-08-08 11:50:48.950,699,5s,699__14499,,,,,,
378,x,x,14567,5second/track_14567_5s.png,26_02_R_190808110000.cfr.mp4,61103,2019-08-08 11:50:58.650,699,5s,699__14567_14584,,,stay_at_exit,,,
379,U,,13524,5second/track_13524_5s.png,29_02_R_190808140000.cfr.mp4,60062,2019-08-08 14:50:03.850,699,5s,699__13524,,,,,,
380,U,,10867,5second/track_10867_5s.png,1_02_R_190807110000.cfr.mp4,55522,2019-08-07 11:46:17.400,700,5s,700__10867,,,,,,
381,D,,951,5second/track_00951_5s.png,26_02_R_190808110000.cfr.mp4,3521,2019-08-08 11:02:56.900,700,5s,700__951,,,,,,
382,U,,10484,5second/track_10484_5s.png,27_02_R_190808120000.cfr.mp4,38399,2019-08-08 12:32:01.550,700,5s,700__10484,,,,,,
383,D,,11548,5second/track_11548_5s.png,27_02_R_190808120000.cfr.mp4,42275,2019-08-08 12:35:16.150,700,5s,700__11548,,,,,,
384,D,,4684,5second/track_04684_5s.png,28_02_R_190808130000.cfr.mp4,22049,2019-08-08 13:18:24.000,700,5s,700__4684,,,,,,
385,D,,5450,5second/track_05450_5s.png,29_02_R_190808140000.cfr.mp4,25296,2019-08-08 14:21:05.550,700,5s,700__5450,,,,,,
386,D,,4721,5second/track_04721_5s.png,30_02_R_190808150000.cfr.mp4,16738,2019-08-08 15:13:58.000,700,5s,700__4721,,,,,,
387,D,,1852,5second/track_01852_5s.png,1_02_R_190807110000.cfr.mp4,8224,2019-08-07 11:06:51.850,704,5s,704__1852,,,,,,
388,DU,x,8095,5second/track_08095_5s.png,5_02_R_190807150000.cfr.mp4,33154,2019-08-07 15:27:44.800,704,5s,704__8095,,,stay_at_entrance,,,
389,D,,228,5second/track_00228_5s.png,26_02_R_190808110000.cfr.mp4,749,2019-08-08 11:00:39.400,704,5s,704__228,,,,,,
390,D,,12450,5second/track_12450_5s.png,26_02_R_190808110000.cfr.mp4,51191,2019-08-08 11:42:40.750,704,5s,704__12450,,,,,,
391,D,,6136,5second/track_06136_5s.png,29_02_R_190808140000.cfr.mp4,28949,2019-08-08 14:24:08.950,704,5s,704__6136,,,,,,
392,D,,18647,5second/track_18647_5s.png,30_02_R_190808150000.cfr.mp4,63557,2019-08-08 15:52:59.850,704,5s,704__18647,,,,,,
393,DU,x,6375,5second/track_06375_5s.png,2_02_R_190807120000.cfr.mp4,27445,2019-08-07 12:23:33.200,705,5s,705__6375,,,stay_at_entrance,,,
394,DU,,7730,5second/track_07730_5s.png,4_02_R_190807140000.cfr.mp4,40446,2019-08-07 14:33:55.800,709,5s,709__7730,,,,,,
395,U,,1972,5second/track_01972_5s.png,1_02_R_190807110000.cfr.mp4,8787,2019-08-07 11:07:20.600,730,5s,730__1972,,,,,,
396,DU,x,9809,5second/track_09809_5s.png,1_02_R_190807110000.cfr.mp4,49960,2019-08-07 11:41:45.850,730,5s,730__9809_9830,,x,complex u-turn,,,
397,DU,,9967,5second/track_09967_5s.png,1_02_R_190807110000.cfr.mp4,50908,2019-08-07 11:42:36.000,730,5s,730__9967,,,,,,
398,D,,6239,5second/track_06239_5s.png,4_02_R_190807140000.cfr.mp4,34155,2019-08-07 14:28:28.600,730,5s,730__6239,,,,,,
399,D,,14513,5second/track_14513_5s.png,6_02_R_190807160000.cfr.mp4,58143,2019-08-07 16:48:30.900,733,5s,733__14513,,,,,,
400,U,,15057,5second/track_15057_5s.png,6_02_R_190807160000.cfr.mp4,59925,2019-08-07 16:49:57.350,733,5s,733__15057,,,,,,
401,D,,10055,5second/track_10055_5s.png,1_02_R_190807110000.cfr.mp4,51384,2019-08-07 11:42:57.200,735,5s,735__10055,,,,,,
402,DU,,5712,5second/track_05712_5s.png,29_02_R_190808140000.cfr.mp4,26618,2019-08-08 14:22:18.750,735,5s,735__5712,,,,,,
403,D,,5897,5second/track_05897_5s.png,29_02_R_190808140000.cfr.mp4,27796,2019-08-08 14:23:17.900,735,5s,735__5897,,,,,,
404,x,x,5972,5second/track_05972_5s.png,29_02_R_190808140000.cfr.mp4,28134,2019-08-08 14:23:33.200,735,5s,735__5972_5992,,,"disjointed, stay_at_exit",,,
405,U,,6028,5second/track_06028_5s.png,29_02_R_190808140000.cfr.mp4,28448,2019-08-08 14:24:15.550,735,5s,735__6028_6052,,x,,,,
406,DU,,6193,5second/track_06193_5s.png,29_02_R_190808140000.cfr.mp4,29270,2019-08-08 14:24:41.800,735,5s,735__6193_6206,,,,,,
407,DU,,6512,5second/track_06512_5s.png,29_02_R_190808140000.cfr.mp4,30273,2019-08-08 14:25:26.850,735,5s,735__6512_6516,,,,,,
408,x,x,6643,5second/track_06643_5s.png,29_02_R_190808140000.cfr.mp4,30761,2019-08-08 14:25:39.350,735,5s,735__6643,,,stay_at_entrance,,,
409,DU,,6714,5second/track_06714_5s.png,29_02_R_190808140000.cfr.mp4,31013,2019-08-08 14:26:01.850,735,5s,735__6714,,,,,,
410,x,x,6805,5second/track_06805_5s.png,29_02_R_190808140000.cfr.mp4,31367,2019-08-08 14:26:10.350,735,5s,735__6805,,,stay_at_entrance,,,
411,D,,6867,5second/track_06867_5s.png,29_02_R_190808140000.cfr.mp4,31747,2019-08-08 14:27:00.550,735,5s,735__6867_6985_6990,,,,,,
412,U,,7025,5second/track_07025_5s.png,29_02_R_190808140000.cfr.mp4,32554,2019-08-08 14:27:18.450,735,5s,735__7025_7027_7050_7060,x,,,,,
413,D,,7228,5second/track_07228_5s.png,29_02_R_190808140000.cfr.mp4,33239,2019-08-08 14:27:57.150,735,5s,735__7228,,,,,,
414,x,x,7479,5second/track_07479_5s.png,29_02_R_190808140000.cfr.mp4,34064,2019-08-08 14:28:24.150,735,5s,735__7479,,,stay_at_exit,,,
415,U,,11035,5second/track_11035_5s.png,31_02_R_190808160000.cfr.mp4,25267,2019-08-08 16:21:04.600,745,5s,745__11035,,,,,,
416,DU,,7870,5second/track_07870_5s.png,3_02_R_190807130000.cfr.mp4,52040,2019-08-07 13:43:32.350,753,5s,753__7870,,,,,,
417,D,,16057,5second/track_16057_5s.png,31_02_R_190808160000.cfr.mp4,34772,2019-08-08 16:29:01.250,755,5s,755__16057,,,,,,
418,x,x,2986,5second/track_02986_5s.png,31_02_R_190808160000.cfr.mp4,9342,2019-08-08 16:07:48.300,756,5s,756__2986,,,stay_at_exit,,,
419,DU,,8284,5second/track_08284_5s.png,30_02_R_190808150000.cfr.mp4,29526,2019-08-08 15:24:39.200,759,5s,759__8284,,,,,,
420,D,,1071,5second/track_01071_5s.png,27_02_R_190808120000.cfr.mp4,4991,2019-08-08 12:04:10.800,771,5s,771__1071,,,,,,
421,U,,1537,5second/track_01537_5s.png,27_02_R_190808120000.cfr.mp4,6833,2019-08-08 12:05:44.550,771,5s,771__1537,,,,,,
422,DU,,10456,5second/track_10456_5s.png,31_02_R_190808160000.cfr.mp4,24349,2019-08-08 16:20:24.950,773,5s,773__10456,,,,,,
423,D,,14492,5second/track_14492_5s.png,5_02_R_190807150000.cfr.mp4,63296,2019-08-07 15:52:47.800,779,5s,779__14492,,,,,,
424,D,,6219,5second/track_06219_5s.png,26_02_R_190808110000.cfr.mp4,23149,2019-08-08 11:19:18.650,779,5s,779__6219,,,,,,
425,D,,12014,5second/track_12014_5s.png,1_02_R_190807110000.cfr.mp4,61746,2019-08-07 11:51:29.600,793,5s,793__12014,,,,,,
426,DU,,10546,5second/track_10546_5s.png,3_02_R_190807130000.cfr.mp4,68693,2019-08-07 13:57:26.350,793,5s,793__10546,,,,,,
427,DU,,10674,5second/track_10674_5s.png,3_02_R_190807130000.cfr.mp4,69596,2019-08-07 13:58:05.300,793,5s,793__10674,,,,,,
428,DU,,10867,5second/track_10867_5s.png,3_02_R_190807130000.cfr.mp4,70642,2019-08-07 13:59:01.300,793,5s,793__10867,,,,,,
429,D,,11048,5second/track_11048_5s.png,3_02_R_190807130000.cfr.mp4,71812,2019-08-07 14:00:00.200,793,5s,793__11048_11067,,,,,,
430,x,True,6,5second/track_00006_5s.png,4_02_R_190807140000.cfr.mp4,0,2019-08-07 14:00:02.500,793,5s,793__6,,,stay_at_exit,,,
431,U,,44,5second/track_00044_5s.png,4_02_R_190807140000.cfr.mp4,251,2019-08-07 14:00:14.200,793,5s,793__44,,,,,,
432,D,,1613,5second/track_01613_5s.png,4_02_R_190807140000.cfr.mp4,9812,2019-08-07 14:08:11.850,793,5s,793__1613,,,,,,
433,U,,1947,5second/track_01947_5s.png,4_02_R_190807140000.cfr.mp4,11491,2019-08-07 14:09:35.200,793,5s,793__1947,,,,,,
434,D,,4474,5second/track_04474_5s.png,4_02_R_190807140000.cfr.mp4,25756,2019-08-07 14:21:28.450,793,5s,793__4474,,,,,,
435,UD,,4656,5second/track_04656_5s.png,4_02_R_190807140000.cfr.mp4,26465,2019-08-07 14:22:15.900,793,5s,793__4656,,,,,,
436,U,,10722,5second/track_10722_5s.png,4_02_R_190807140000.cfr.mp4,53548,2019-08-07 14:44:40.350,793,5s,793__10722,,,,,,
437,D,,13985,5second/track_13985_5s.png,4_02_R_190807140000.cfr.mp4,66341,2019-08-07 14:55:20.250,793,5s,793__13985,,,,,,
438,U,,2957,5second/track_02957_5s.png,5_02_R_190807150000.cfr.mp4,11510,2019-08-07 15:09:37.350,793,5s,793__2957,,,,,,
439,U,,10832,5second/track_10832_5s.png,5_02_R_190807150000.cfr.mp4,45282,2019-08-07 15:37:45.000,793,5s,793__10832,,,,,,
440,D,,1130,5second/track_01130_5s.png,6_02_R_190807160000.cfr.mp4,5116,2019-08-07 16:04:18.000,793,5s,793__1130,,,,,,
441,D,,1700,5second/track_01700_5s.png,28_02_R_190808130000.cfr.mp4,7804,2019-08-08 13:06:30.850,793,5s,793__1700,,,,,,
442,UD,,18895,5second/track_18895_5s.png,30_02_R_190808150000.cfr.mp4,64384,2019-08-08 15:53:49.150,796,5s,796__18895,,,,,,
443,DU,,12635,5second/track_12635_5s.png,29_02_R_190808140000.cfr.mp4,56676,2019-08-08 14:47:46.450,798,5s,798__12635,,,,,,
444,DU,,16310,5second/track_16310_5s.png,29_02_R_190808140000.cfr.mp4,69838,2019-08-08 14:58:27.300,798,5s,798__16310,,,,,,
445,D,,7860,5second/track_07860_5s.png,2_02_R_190807120000.cfr.mp4,34533,2019-08-07 12:28:48.900,799,5s,799__7860,,,,,,
446,U,,9204,5second/track_09204_5s.png,2_02_R_190807120000.cfr.mp4,42004,2019-08-07 12:35:02.150,799,5s,799__9204,,,,,,
447,D,,2657,5second/track_02657_5s.png,4_02_R_190807140000.cfr.mp4,15335,2019-08-07 14:12:47.750,799,5s,799__2657,,,,,,
448,U,,2473,5second/track_02473_5s.png,26_02_R_190808110000.cfr.mp4,9088,2019-08-08 11:07:35.250,799,5s,799__2473,,,,,,
449,D,,7922,5second/track_07922_5s.png,26_02_R_190808110000.cfr.mp4,30145,2019-08-08 11:25:08.600,799,5s,799__7922,,,,,,
450,U,,3696,5second/track_03696_5s.png,27_02_R_190808120000.cfr.mp4,15261,2019-08-08 12:12:44.950,799,5s,799__3696,,,,,,
451,D,,7075,5second/track_07075_5s.png,27_02_R_190808120000.cfr.mp4,27239,2019-08-08 12:22:42.600,799,5s,799__7075,,,,,,
452,D,,13301,5second/track_13301_5s.png,28_02_R_190808130000.cfr.mp4,57219,2019-08-08 13:47:42.350,799,5s,799__13301,,,,,,
453,D,,215,5second/track_00215_5s.png,30_02_R_190808150000.cfr.mp4,670,2019-08-08 15:00:36.750,799,5s,799__215,,,,,,
454,U,,555,5second/track_00555_5s.png,30_02_R_190808150000.cfr.mp4,1956,2019-08-08 15:01:38.900,799,5s,799__555,,,,,,
455,D,,1657,5second/track_01657_5s.png,30_02_R_190808150000.cfr.mp4,5822,2019-08-08 15:04:52.300,799,5s,799__1657,,,,,,
456,U,,23532,5second/track_23532_5s.png,31_02_R_190808160000.cfr.mp4,57461,2019-08-08 16:47:55.300,799,5s,799__23532,,,,,,
457,D,,26448,5second/track_26448_5s.png,31_02_R_190808160000.cfr.mp4,68134,2019-08-08 16:56:48.350,799,5s,799__26448,,,,,,
458,D,,13226,5second/track_13226_5s.png,31_02_R_190808160000.cfr.mp4,28830,2019-08-08 16:24:04.750,800,5s,800__13226,,,,,,
459,x,x,24730,5second/track_24730_5s.png,31_02_R_190808160000.cfr.mp4,62009,2019-08-08 16:51:40.500,803,5s,803__24730,,,stay_at_exit,True,,
460,D,,13083,5second/track_13083_5s.png,1_02_R_190807110000.cfr.mp4,67281,2019-08-07 11:56:05.000,811,5s,811__13083,,,,,,
461,D,,7032,5second/track_07032_5s.png,3_02_R_190807130000.cfr.mp4,47152,2019-08-07 13:39:20.850,811,5s,811__7032,,,,,,
462,U,,11680,5second/track_11680_5s.png,4_02_R_190807140000.cfr.mp4,57674,2019-08-07 14:48:04.550,811,5s,811__11680,,,,,,
463,D,,11686,5second/track_11686_5s.png,4_02_R_190807140000.cfr.mp4,57689,2019-08-07 14:48:08.100,811,5s,811__11686,,,,,,
464,D,,3785,5second/track_03785_5s.png,30_02_R_190808150000.cfr.mp4,13234,2019-08-08 15:11:03.200,813,5s,813__3785,,,,,,
465,U,,4013,5second/track_04013_5s.png,30_02_R_190808150000.cfr.mp4,14092,2019-08-08 15:11:44.950,813,5s,813__4013,,,,,,
466,DU,,11193,5second/track_11193_5s.png,2_02_R_190807120000.cfr.mp4,53098,2019-08-07 12:44:39.000,821,5s,821__11193,,,,,,
467,DU,,15953,5second/track_15953_5s.png,5_02_R_190807150000.cfr.mp4,69409,2019-08-07 15:58:01.450,821,5s,821__15953,,,,,,
468,D,,309,5second/track_00309_5s.png,31_02_R_190808160000.cfr.mp4,1102,2019-08-08 16:00:57.300,821,5s,821__309,,,,,,
469,D,,10543,5second/track_10543_5s.png,3_02_R_190807130000.cfr.mp4,68629,2019-08-07 13:57:13.100,823,5s,823__10543,,,,,,
470,D,,10010,5second/track_10010_5s.png,26_02_R_190808110000.cfr.mp4,39805,2019-08-08 11:33:11.250,823,5s,823__10010,,,,,,
471,D,,15414,5second/track_15414_5s.png,27_02_R_190808120000.cfr.mp4,57520,2019-08-08 12:47:57.100,823,5s,823__15414,,,,,,
472,D,,3835,5second/track_03835_5s.png,29_02_R_190808140000.cfr.mp4,17621,2019-08-08 14:14:44.250,823,5s,823__3835,,,,,,
473,DU,,8704,5second/track_08704_5s.png,30_02_R_190808150000.cfr.mp4,31142,2019-08-08 15:26:11.800,831,5s,831__8704,,,,,,
474,D,,201,5second/track_00201_5s.png,31_02_R_190808160000.cfr.mp4,681,2019-08-08 16:00:36.800,831,5s,831__201,,,,,,
475,UD,,248,5second/track_00248_5s.png,31_02_R_190808160000.cfr.mp4,849,2019-08-08 16:00:46.900,831,5s,831__248,,,,,,
476,UD,,5517,5second/track_05517_5s.png,27_02_R_190808120000.cfr.mp4,22168,2019-08-08 12:18:46.950,836,5s,836__5517,,,,,,
477,D,,10358,5second/track_10358_5s.png,30_02_R_190808150000.cfr.mp4,36680,2019-08-08 15:30:45.200,836,5s,836__10358,,,,,,
478,D,,18850,5second/track_18850_5s.png,30_02_R_190808150000.cfr.mp4,64213,2019-08-08 15:53:31.800,841,5s,841__18850,,,,,,
479,U,,9610,5second/track_09610_5s.png,1_02_R_190807110000.cfr.mp4,48910,2019-08-07 11:40:47.350,845,5s,845__9610,,,,,,
480,D,,13706,5second/track_13706_5s.png,1_02_R_190807110000.cfr.mp4,70973,2019-08-07 11:59:09.500,845,5s,845__13706,,,,,,
481,D,,1439,5second/track_01439_5s.png,4_02_R_190807140000.cfr.mp4,8853,2019-08-07 14:07:23.550,845,5s,845__1439,,,,,,
482,U,,10797,5second/track_10797_5s.png,26_02_R_190808110000.cfr.mp4,43710,2019-08-08 11:36:26.950,845,5s,845__10797,,,,,,
483,D,,16566,5second/track_16566_5s.png,26_02_R_190808110000.cfr.mp4,69944,2019-08-08 11:58:19.500,845,5s,845__16566,,,,,,
484,D,,4959,5second/track_04959_5s.png,31_02_R_190808160000.cfr.mp4,14321,2019-08-08 16:12:07.600,855,5s,855__4959_4997,x,,u-turn in trajectory,,,
485,UD,,1187,5second/track_01187_5s.png,27_02_R_190808120000.cfr.mp4,5438,2019-08-08 12:04:34.150,857,5s,857__1187,,,,,,
486,D,,1286,5second/track_01286_5s.png,31_02_R_190808160000.cfr.mp4,4181,2019-08-08 16:03:47.400,867,5s,867__1286,,,,,,
487,D,,7237,5second/track_07237_5s.png,31_02_R_190808160000.cfr.mp4,19169,2019-08-08 16:15:59.400,877,5s,877__7237,,,,,,
488,U,,7763,5second/track_07763_5s.png,31_02_R_190808160000.cfr.mp4,20065,2019-08-08 16:16:44.350,877,5s,877__7763,,,,,,
489,DU,,17487,5second/track_17487_5s.png,31_02_R_190808160000.cfr.mp4,38203,2019-08-08 16:32:10.200,877,5s,877__17487_17531_17621,x,x,complex u-turn,,,
490,x,x,17873,5second/track_17873_5s.png,31_02_R_190808160000.cfr.mp4,39179,2019-08-08 16:32:40.300,877,5s,877__17873,,,stay_at_entrance,,,
491,D,,13245,5second/track_13245_5s.png,1_02_R_190807110000.cfr.mp4,68172,2019-08-07 11:56:52.550,879,5s,879__13245,,,,,,
492,D,,1591,5second/track_01591_5s.png,5_02_R_190807150000.cfr.mp4,6105,2019-08-07 15:05:06.550,879,5s,879__1591,,,,,,
493,D,,12464,5second/track_12464_5s.png,5_02_R_190807150000.cfr.mp4,53651,2019-08-07 15:44:44.800,879,5s,879__12464_12466,x,,,,,
494,D,,8825,5second/track_08825_5s.png,26_02_R_190808110000.cfr.mp4,34671,2019-08-08 11:28:54.000,879,5s,879__8825,,,,,,
495,D,,11157,5second/track_11157_5s.png,28_02_R_190808130000.cfr.mp4,48719,2019-08-08 13:40:39.800,879,5s,879__11157,,,,,,
496,UD,,11283,5second/track_11283_5s.png,28_02_R_190808130000.cfr.mp4,49213,2019-08-08 13:41:09.350,879,5s,879__11283_11318,x,,,,,
497,D,,20808,5second/track_20808_5s.png,30_02_R_190808150000.cfr.mp4,70440,2019-08-08 15:59:04.050,888,5s,888__20808_20843,,,,,,
498,U,,330,5second/track_00330_5s.png,31_02_R_190808160000.cfr.mp4,1155,2019-08-08 16:00:59.950,888,5s,888__330,,,,,,
499,U,,8661,5second/track_08661_5s.png,1_02_R_190807110000.cfr.mp4,44972,2019-08-07 11:37:29.350,891,5s,891__8661,,,,,,
500,D,,11571,5second/track_11571_5s.png,1_02_R_190807110000.cfr.mp4,59094,2019-08-07 11:49:17.000,891,5s,891__11571,,,,,,
501,D,,7293,5second/track_07293_5s.png,4_02_R_190807140000.cfr.mp4,38443,2019-08-07 14:32:04.950,891,5s,891__7293,,,,,,
502,D,,11441,5second/track_11441_5s.png,26_02_R_190808110000.cfr.mp4,46313,2019-08-08 11:38:37.200,891,5s,891__11441,,,,,,
503,D,,4780,5second/track_04780_5s.png,31_02_R_190808160000.cfr.mp4,13889,2019-08-08 16:11:37.250,905,5s,905__4780,,,,,,
504,D,,712,5second/track_00712_5s.png,29_02_R_190808140000.cfr.mp4,3439,2019-08-08 14:02:56.850,910,5s,910__712,,,,,,
505,DU,,10912,5second/track_10912_5s.png,29_02_R_190808140000.cfr.mp4,48152,2019-08-08 14:40:17.050,910,5s,910__10912,,,,,,
506,DU,,10998,5second/track_10998_5s.png,29_02_R_190808140000.cfr.mp4,48445,2019-08-08 14:40:37.200,910,5s,910__10998,,,,,,
507,D,,15931,5second/track_15931_5s.png,5_02_R_190807150000.cfr.mp4,69357,2019-08-07 15:57:48.900,911,5s,911__15931,,,,,,
508,D,,23208,5second/track_23208_5s.png,31_02_R_190808160000.cfr.mp4,55805,2019-08-08 16:46:34.400,911,5s,911__23208,,,,,,
509,D,,23211,5second/track_23211_5s.png,31_02_R_190808160000.cfr.mp4,55833,2019-08-08 16:46:32.950,911,5s,911__23211,,,end_on_ramp,,,
510,U,,2488,5second/track_02488_5s.png,1_02_R_190807110000.cfr.mp4,11092,2019-08-07 11:09:15.350,912,5s,912__2488,,,,,,
511,D,,6742,5second/track_06742_5s.png,1_02_R_190807110000.cfr.mp4,34420,2019-08-07 11:28:42.450,912,5s,912__6742,,,,,,
512,D,,1994,5second/track_01994_5s.png,31_02_R_190808160000.cfr.mp4,6561,2019-08-08 16:05:30.600,920,5s,920__1994,,,,,,
513,x,x,2238,5second/track_02238_5s.png,28_02_R_190808130000.cfr.mp4,10147,2019-08-08 13:08:29.600,921,5s,921__2238,,,stay_at_exit,,,
514,D,,15070,5second/track_15070_5s.png,6_02_R_190807160000.cfr.mp4,59973,2019-08-07 16:50:03.800,922,5s,922__15070,,,,,,
515,U,,16655,5second/track_16655_5s.png,6_02_R_190807160000.cfr.mp4,64533,2019-08-07 16:53:48.400,922,5s,922__16655_16657,,,,,,
516,D,,18910,5second/track_18910_5s.png,6_02_R_190807160000.cfr.mp4,71501,2019-08-07 16:59:41.100,922,5s,922__18910,,,,,,
517,U,,19023,5second/track_19023_5s.png,6_02_R_190807160000.cfr.mp4,71799,2019-08-07 16:59:51.700,922,5s,922__19023,,,,,,
518,D,,14492,5second/track_14492_5s.png,31_02_R_190808160000.cfr.mp4,31337,2019-08-08 16:26:08.700,922,5s,922__14492,,,,,,
519,U,,15670,5second/track_15670_5s.png,31_02_R_190808160000.cfr.mp4,33793,2019-08-08 16:28:10.400,922,5s,922__15670,,,,,,
520,DU,,15802,5second/track_15802_5s.png,31_02_R_190808160000.cfr.mp4,34116,2019-08-08 16:28:27.350,922,5s,922__15802,,,,,,
521,D,,26574,5second/track_26574_5s.png,31_02_R_190808160000.cfr.mp4,68589,2019-08-08 16:57:12.700,922,5s,922__26574,,,,,,
522,U,,26994,5second/track_26994_5s.png,31_02_R_190808160000.cfr.mp4,70412,2019-08-08 16:59:40.950,922,5s,922__26994,,,,,,
523,DU,,10,5second/track_00010_5s.png,6_02_R_190807160000.cfr.mp4,128,2019-08-07 16:00:22.350,923,5s,923__10,,,,,,
524,D,,11198,5second/track_11198_5s.png,6_02_R_190807160000.cfr.mp4,47082,2019-08-07 16:39:27.250,923,5s,923__11198_11220,x,,,,,
525,D,x,10963,5second/track_10963_5s.png,31_02_R_190808160000.cfr.mp4,25150,2019-08-08 16:20:57.700,926,5s,926__10963,,,stay_at_exit,,,
526,D,,18308,5second/track_18308_5s.png,27_02_R_190808120000.cfr.mp4,71653,2019-08-08 12:59:44.050,935,5s,935__18308,,,,,,
527,U,,2628,5second/track_02628_5s.png,28_02_R_190808130000.cfr.mp4,12530,2019-08-08 13:10:27.500,935,5s,935__2628,,,,,,
528,D,,11703,5second/track_11703_5s.png,30_02_R_190808150000.cfr.mp4,41231,2019-08-08 15:34:22.850,935,5s,935__11703,,,,,,
529,DU,,14569,5second/track_14569_5s.png,30_02_R_190808150000.cfr.mp4,50154,2019-08-08 15:43:31.500,936,5s,936__14569_14590_14890_15226,,x,complex u-turn,,,
530,D,,7767,5second/track_07767_5s.png,31_02_R_190808160000.cfr.mp4,20074,2019-08-08 16:16:44.900,937,5s,937__7767,,,,,,
531,U,,10603,5second/track_10603_5s.png,29_02_R_190808140000.cfr.mp4,46655,2019-08-08 14:38:53.550,938,5s,938__10603,,,,,,
532,D,,8062,5second/track_08062_5s.png,31_02_R_190808160000.cfr.mp4,20552,2019-08-08 16:17:09.000,939,5s,939__8062,,,,,,
533,U,,2728,5second/track_02728_5s.png,31_02_R_190808160000.cfr.mp4,8636,2019-08-08 16:07:13.250,942,5s,942__2728,,,,,,
534,D,,21618,5second/track_21618_5s.png,31_02_R_190808160000.cfr.mp4,50187,2019-08-08 16:41:52.350,944,5s,944__21618,,,,,,
535,D,,8258,5second/track_08258_5s.png,31_02_R_190808160000.cfr.mp4,20890,2019-08-08 16:17:26.100,945,5s,945__8258,,,,,,
536,U,,9889,5second/track_09889_5s.png,31_02_R_190808160000.cfr.mp4,23463,2019-08-08 16:19:34.950,945,5s,945__9889,,,,,,
537,x,x,6560,5second/track_06560_5s.png,1_02_R_190807110000.cfr.mp4,33521,2019-08-07 11:27:59.450,947,5s,947__6560_6570,x,,stay_at_entrance,,,
538,D,x,3071,5second/track_03071_5s.png,28_02_R_190808130000.cfr.mp4,14607,2019-08-08 13:12:13.150,947,5s,947__3071,,,end_on_ramp,,,
539,DU,,5524,5second/track_05524_5s.png,29_02_R_190808140000.cfr.mp4,25567,2019-08-08 14:21:42.200,947,5s,947__5524,,,,,,
540,UD,,3892,5second/track_03892_5s.png,1_02_R_190807110000.cfr.mp4,18056,2019-08-07 11:15:05.800,954,5s,954__3892,,,,,,
541,x,x,8444,5second/track_08444_5s.png,1_02_R_190807110000.cfr.mp4,43909,2019-08-07 11:36:40.100,954,5s,954__8444,,,stay_at_entrance,,,
542,U,,13566,5second/track_13566_5s.png,1_02_R_190807110000.cfr.mp4,69877,2019-08-07 11:58:18.250,954,5s,954__13566,,,,,,
543,UD,,811,5second/track_00811_5s.png,2_02_R_190807120000.cfr.mp4,3844,2019-08-07 12:03:20.250,954,5s,954__811,,,,,,
544,UD,,1009,5second/track_01009_5s.png,2_02_R_190807120000.cfr.mp4,4537,2019-08-07 12:04:06.100,954,5s,954__1009,,,,,,
545,U,,792,5second/track_00792_5s.png,5_02_R_190807150000.cfr.mp4,3146,2019-08-07 15:02:41.450,954,5s,954__792,,,,,,
546,U,,2775,5second/track_02775_5s.png,5_02_R_190807150000.cfr.mp4,10377,2019-08-07 15:08:49.800,954,5s,954__2775,,,,,,
